City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,papao,-17.75,-149.55,28.82,89,100,16.31,PF,1707334359
295,yaren,-0.5472,166.916,29.21,75,79,6.67,NR,1707334359
296,nizhniy kuranakh,58.8353,125.4869,-21.02,100,100,0.95,RU,1707334359
297,guildwood,43.7434,-79.1966,6.41,72,40,1.62,CA,1707334359
298,la mira,18.035,-102.3266,29.59,52,11,4.79,MX,1707334359
299,pudozh,61.8099,36.5345,-20.59,98,63,2.68,RU,1707334360
300,maracai,-22.6106,-50.6672,27.59,64,100,2.8,BR,1707334360
301,saint-denis,48.9167,2.3333,12.43,96,100,5.14,FR,1707334360
302,apaseo el alto,20.45,-100.6167,24.97,10,0,2.78,MX,1707334360
303,akureyri,65.6835,-18.0878,-3.04,68,75,5.66,IS,1707334360
304,mejit,10.2753,170.8646,26.87,73,99,10.22,MH,1707334360
305,taltal,-25.4,-70.4833,23.19,73,24,2.62,CL,1707334360
306,ambovombe,-25.1667,46.0833,21.24,87,94,2.31,MG,1707334360
307,cole harbour,44.6724,-63.4751,-0.02,76,75,3.13,CA,1707334361
308,dasnapur,19.654,78.5121,24.07,39,0,3.36,IN,1707334361
309,sao felix do xingu,-6.6447,-51.995,30.92,63,59,1.24,BR,1707334361
310,ardesen,41.1911,40.9875,12.65,59,40,5.13,TR,1707334361
311,tymovskoye,50.8456,142.655,-23.04,100,99,0.71,RU,1707334361
312,severo-yeniseyskiy,60.3725,93.0408,-12.46,99,82,1.34,RU,1707334361
313,vanimo,-2.6741,141.3028,25.13,89,100,2.55,PG,1707334361
314,slave lake,55.2834,-114.769,-6.01,86,100,1.54,CA,1707334362
315,hauterive,46.0901,3.4459,12.42,85,100,4.26,FR,1707334362
316,magalia,39.8121,-121.5783,3.75,95,100,1.79,US,1707334362
317,cradock,-32.1642,25.6192,17.49,70,0,2.95,ZA,1707334362
318,padang,-0.9492,100.3543,27.03,88,79,1.64,ID,1707334362
319,mogok,22.9167,96.5,12.63,76,0,0.86,MM,1707334362
320,barreirinhas,-2.7469,-42.8264,29.62,68,19,5.78,BR,1707334362
321,la passe,45.5549,-0.8967,11.66,92,100,9.59,FR,1707334362
322,nafada,11.0956,11.3327,24.97,21,88,4.61,NG,1707334363
323,gadzhiyevo,69.2551,33.3362,-24.01,100,97,3.39,RU,1707334363
324,ushtobe,45.2514,77.9838,-0.71,98,100,3.59,KZ,1707334363
325,qashyr,53.0675,76.1036,-5.05,86,85,4.74,KZ,1707334363
326,ormara,25.2088,64.6357,22.65,63,94,4.52,PK,1707334363
327,tondano,1.3038,124.9112,19.76,91,100,0.81,ID,1707334363
328,dalnerechensk,45.9339,133.7225,-19.13,97,96,2.81,RU,1707334363
329,arkhangel'sk,64.5401,40.5433,-23.82,82,40,0.0,RU,1707334363
330,badiyah,22.45,58.8,19.06,57,100,0.93,OM,1707334363
331,north shore,-36.8,174.75,20.22,78,4,2.68,NZ,1707334331
332,antofagasta,-23.65,-70.4,25.6,71,6,3.96,CL,1707333964
333,san jose del guaviare,2.5729,-72.6459,35.7,38,49,0.37,CO,1707334364
334,saint-philippe,-21.3585,55.7679,25.77,87,83,5.38,RE,1707334364
335,san patricio,28.017,-97.5169,23.05,59,100,10.27,US,1707334364
336,atafu village,-8.5421,-172.5159,28.16,83,100,8.5,TK,1707334364
337,prata,-19.3072,-48.9242,25.14,65,100,2.29,BR,1707334364
338,tsiombe,-25.3,45.4833,22.12,93,7,3.01,MG,1707334364
339,pindushi,62.9152,34.58,-23.75,100,89,2.3,RU,1707334364
340,kurumkan,54.3,110.3,-15.49,94,94,1.79,RU,1707334365
341,formosa do rio preto,-11.0483,-45.1931,32.09,50,100,1.11,BR,1707334365
342,saipan,15.1355,145.701,24.39,73,0,4.12,MP,1707334365
343,fort mcmurray,56.7268,-111.381,-8.23,79,100,1.54,CA,1707334136
344,pionerskiy,54.9508,20.2275,0.08,70,100,2.61,RU,1707334365
345,el calafate,-50.3408,-72.2768,12.53,48,53,8.59,AR,1707334232
346,murun-kuren,49.6342,100.1625,-22.17,94,51,1.08,MN,1707334365
347,morondava,-20.2833,44.2833,27.11,77,99,0.9,MG,1707334365
348,rosso,16.4986,-15.8153,29.8,8,0,4.68,SN,1707334365
349,bay harbor,30.1471,-85.6146,18.9,36,0,2.68,US,1707334366
350,ghardaia,32.4909,3.6735,15.64,21,0,1.54,DZ,1707334366
351,kone,-21.0595,164.8658,24.92,92,100,2.08,NC,1707334366
352,holualoa,19.6228,-155.9522,24.2,71,0,1.54,US,1707334366
353,pisco,-13.7,-76.2167,27.23,73,0,4.63,PE,1707334366
354,catacocha,-4.0667,-79.6333,24.16,69,90,0.8,EC,1707334366
355,strezhevoy,60.7333,77.5889,-3.91,95,100,4.02,RU,1707334366
356,molinella,44.6213,11.6686,10.54,79,73,0.51,IT,1707334366
357,zaterechnyy,44.7931,45.2097,6.22,69,91,3.64,RU,1707334366
358,guatrache,-37.6678,-63.5302,30.2,42,96,3.6,AR,1707334367
359,kazaure,12.6513,8.4162,21.37,16,98,3.71,NG,1707334367
360,pedro velho,-6.4392,-35.2214,29.21,65,100,5.95,BR,1707334367
361,shantobe,52.4581,68.1839,-6.63,91,100,11.32,KZ,1707334367
362,newman,37.3138,-121.0208,12.19,80,98,3.58,US,1707334367
363,tamandare,-8.7597,-35.1047,28.55,68,38,4.93,BR,1707334367
364,prainha,-1.8,-53.48,34.48,38,66,3.17,BR,1707334367
365,dryden,49.7833,-92.7503,4.16,70,20,3.6,CA,1707334367
366,antsohihy,-14.8796,47.9875,25.15,93,100,0.25,MG,1707334367
367,sandnessjoen,66.0217,12.6316,-1.94,93,100,5.12,NO,1707334368
368,arar,30.9753,41.0381,12.01,47,0,2.57,SA,1707334368
369,kalisz,51.7611,18.091,2.44,74,94,5.0,PL,1707334368
370,uliastay,47.7417,96.8444,-21.8,72,6,2.98,MN,1707334368
371,inongo,-1.95,18.2667,26.02,73,100,1.61,CD,1707334368
372,peace river,56.2501,-117.286,-5.83,73,100,2.06,CA,1707334368
373,barra do corda,-5.5,-45.25,31.24,66,100,2.5,BR,1707334368
374,khash,28.2211,61.2158,9.1,21,0,2.18,IR,1707334368
375,ishigaki,24.3448,124.1572,18.07,94,75,10.29,JP,1707334369
376,siroki brijeg,43.3833,17.5928,7.51,90,100,1.13,BA,1707334369
377,coro,11.4045,-69.6734,24.99,86,100,3.55,VE,1707334369
378,beypore,11.1833,75.8167,26.58,83,20,0.51,IN,1707334369
379,aral,40.5156,81.2636,-1.4,68,53,3.13,CN,1707334369
380,palmer,42.1584,-72.3287,7.58,45,40,1.54,US,1707334369
381,vilyuchinsk,52.9306,158.4028,-6.71,90,100,2.27,RU,1707334369
382,seguela,7.9611,-6.6731,28.56,17,4,1.44,CI,1707334369
383,olyokminsk,60.3736,120.4264,-29.61,100,99,1.08,RU,1707334370
384,malvan,16.0667,73.4667,25.03,65,47,4.77,IN,1707334370
385,queenstown,-31.8976,26.8753,15.18,90,15,2.51,ZA,1707334370
386,camana,-16.6228,-72.7111,26.34,76,28,3.15,PE,1707334370
387,midvagur,62.0511,-7.1939,1.46,64,75,7.72,FO,1707334370
388,broken hill,-31.95,141.4333,16.87,37,0,5.89,AU,1707334267
389,laguna,38.421,-121.4238,9.66,87,100,5.14,US,1707334370
390,chhota udepur,22.3167,74.0167,20.99,41,93,1.01,IN,1707334371
391,kapit,2.0167,112.9333,23.58,99,100,0.3,MY,1707334371
392,greymouth,-42.4667,171.2,16.91,97,99,1.7,NZ,1707334371
393,lompoc,34.6391,-120.4579,14.32,53,75,5.66,US,1707334278
394,alliance,40.9153,-81.1059,11.49,42,74,1.66,US,1707334371
395,al mishkhab,31.8042,44.4911,12.06,44,0,2.74,IQ,1707334371
396,al burayqah,30.4062,19.5739,17.23,45,91,2.27,LY,1707334371
397,bayji,34.9311,43.487,14.71,58,79,1.74,IQ,1707334371
398,remire-montjoly,4.9167,-52.2667,30.02,70,75,6.69,GF,1707334371
399,bairnsdale,-37.8333,147.6167,11.7,95,4,0.8,AU,1707334371
400,hyesan,41.4017,128.1778,-19.15,95,10,0.59,KP,1707334372
401,gjovik,60.7947,10.6929,-19.77,99,46,1.54,NO,1707334372
402,ixtapa,20.7,-105.2,27.57,57,40,3.6,MX,1707334372
403,zhaqsy,51.9083,67.3133,-6.4,92,100,12.82,KZ,1707334372
404,ancud,-41.8697,-73.8203,15.55,55,46,5.87,CL,1707334372
405,chabahar,25.2919,60.643,21.71,43,100,3.24,IR,1707334372
406,poso,-1.3959,120.7524,25.33,86,100,1.78,ID,1707334372
407,nema,57.5067,50.5011,-15.89,99,90,1.67,RU,1707334372
408,bucerias,20.75,-105.3333,27.99,57,40,3.6,MX,1707334301
409,cill airne,52.05,-9.5167,5.61,88,100,3.29,IE,1707334373
410,mil'kovo,55.6078,37.7956,-4.2,95,100,4.76,RU,1707334373
411,cooper's town,26.8667,-77.5167,21.16,59,59,10.04,BS,1707334373
412,palapag,12.5458,125.1147,23.25,88,29,2.32,PH,1707334373
413,coquimbo,-29.9533,-71.3436,21.85,73,40,4.12,CL,1707333800
414,gao,16.6362,1.637,20.43,13,4,5.41,ML,1707334373
415,rawlins,41.7911,-107.2387,4.64,60,100,8.75,US,1707334172
416,el porvenir,13.7617,-87.3458,27.63,15,0,1.25,HN,1707334373
417,westport,41.1415,-73.3579,8.83,53,32,0.45,US,1707334373
418,mar del plata,-38.0023,-57.5575,29.01,63,75,5.81,AR,1707334304
419,gewane,10.1664,40.6453,26.64,54,52,6.02,ET,1707334374
420,kuraymah,18.55,31.85,18.14,21,83,4.71,SD,1707334374
421,aldinga beach,-35.2793,138.4604,17.46,84,63,4.63,AU,1707334374
422,usogorsk,63.4106,48.6872,-15.02,96,100,3.53,RU,1707334374
423,mount isa,-20.7333,139.5,25.87,44,100,5.66,AU,1707334374
424,templin,53.1186,13.5022,1.16,86,100,2.19,DE,1707334374
425,andratx,39.5755,2.4202,14.56,67,11,3.26,ES,1707334374
426,thinadhoo,0.5333,72.9333,28.02,75,18,4.79,MV,1707334375
427,port moresby,-9.4431,147.1797,24.5,88,100,4.74,PG,1707334135
428,berezovo,63.9381,65.0419,-3.84,91,99,4.49,RU,1707334375
429,borzya,50.3833,116.5167,-24.83,100,92,0.93,RU,1707334375
430,ulladulla,-35.35,150.4667,18.65,65,100,3.43,AU,1707334375
431,musoma,-1.5,33.8,23.92,67,100,2.46,TZ,1707334375
432,chany,55.3121,76.7647,-1.65,97,100,5.53,RU,1707334375
433,petrozavodsk,61.7849,34.3469,-29.3,83,98,0.0,RU,1707334376
434,roma,43.2128,-75.4557,6.64,48,75,1.54,US,1707334376
435,estevan,49.1334,-102.9842,-0.81,93,100,9.26,CA,1707334376
436,mozarlandia,-14.7447,-50.5706,32.88,50,95,1.45,BR,1707334376
437,tayga,56.06,85.6197,-9.49,95,94,2.2,RU,1707334376
438,silvania,-16.6589,-48.6081,24.9,78,100,2.31,BR,1707334368
439,riberalta,-10.9833,-66.1,31.11,74,75,7.72,BO,1707334376
440,maceio,-9.6658,-35.7353,31.69,66,40,7.72,BR,1707334376
441,ardestan,33.3761,52.3694,7.0,45,0,0.79,IR,1707334376
442,rhinelander,45.6366,-89.4121,8.18,56,0,2.06,US,1707334376
443,sarmiento,-45.5882,-69.07,18.95,26,0,16.7,AR,1707334377
444,princeville,45.7668,-61.2985,0.89,78,0,3.6,CA,1707334377
445,bowen,-20.0167,148.2333,27.34,70,92,6.38,AU,1707334377
446,fuxin,42.0156,121.6589,-12.34,84,5,1.47,CN,1707334377
447,xiongzhou,25.1167,114.3,4.12,92,98,2.02,CN,1707334377
448,south sioux city,42.4739,-96.4136,13.44,61,0,7.72,US,1707334377
449,picota,-6.9197,-76.3304,32.27,78,83,1.09,PE,1707334377
450,sao joao da barra,-21.6403,-41.0511,31.05,82,100,2.84,BR,1707334377
451,abepura,-2.6333,140.5833,25.45,89,40,1.54,ID,1707334378
452,franeker,53.1855,5.5412,4.99,85,100,1.03,NL,1707334378
453,acapulco de juarez,16.8634,-99.8901,28.9,65,0,4.12,MX,1707334378
454,bambanglipuro,-7.95,110.2833,24.29,89,78,1.75,ID,1707334378
455,port saint john's,-31.6229,29.5448,22.01,82,93,3.68,ZA,1707334378
456,villa gesell,-37.2639,-56.973,30.59,62,100,3.2,AR,1707334378
457,fuling,29.7022,107.3919,6.73,87,100,1.42,CN,1707334378
458,hastings,50.8552,0.5729,6.55,88,100,2.85,GB,1707334177
459,villa luvianos,18.9167,-100.4,27.62,25,0,2.4,MX,1707334378
460,lizzano,40.391,17.4476,14.09,86,40,1.03,IT,1707334378
461,manaure,11.7751,-72.4445,25.95,77,94,4.04,CO,1707334379
462,al khankah,30.2104,31.3681,17.45,72,0,3.09,EG,1707334379
463,kabin buri,13.9511,101.7177,24.17,73,2,2.28,TH,1707334379
464,belokurikha,51.9959,84.9896,-4.37,74,67,3.52,RU,1707334379
465,rio gallegos,-51.6226,-69.2181,15.03,41,0,15.95,AR,1707334182
466,noosa heads,-26.3833,153.15,23.52,80,21,7.65,AU,1707334379
467,hilo,19.7297,-155.09,24.04,76,40,2.57,US,1707334331
468,indre arna,60.4247,5.4764,-0.19,90,90,2.42,NO,1707334379
469,axim,4.8699,-2.2405,26.5,80,11,3.63,GH,1707334379
470,kamaishi,39.2667,141.8833,-0.09,72,6,2.19,JP,1707334380
471,bardai,11.65,7.2333,20.75,20,94,4.42,NG,1707334380
472,lorengau,-2.0226,147.2712,27.42,80,100,10.91,PG,1707334380
473,bodo,67.28,14.405,-4.47,92,75,7.72,NO,1707334380
474,nar'yan-mar,67.6713,53.087,-23.83,99,100,3.58,RU,1707334380
475,awjilah,29.1081,21.2869,15.0,34,2,0.64,LY,1707334380
476,brigantine,39.4101,-74.3646,9.11,63,0,8.05,US,1707334380
477,pikeville,37.4793,-82.5188,18.33,25,0,0.45,US,1707334380
478,redwood falls,44.5394,-95.1169,12.01,66,0,8.75,US,1707334346
479,sao joaquim,-28.2939,-49.9317,26.02,50,30,2.1,BR,1707334131
480,nantucket,41.2835,-70.0995,4.08,75,100,8.3,US,1707334273
481,port hedland,-20.3167,118.5667,27.03,54,45,2.06,AU,1707334381
482,groitzsch,51.2167,12.6167,3.19,90,100,2.87,DE,1707334381
483,lozova,48.8894,36.3176,7.12,71,100,7.95,UA,1707334381
484,st. john's,47.5649,-52.7093,-0.68,84,75,11.32,CA,1707334221
485,al khums,32.6486,14.2619,17.06,54,0,3.63,LY,1707334381
486,polyarnyy,69.1989,33.4478,-22.84,100,90,3.54,RU,1707334381
487,tutoia,-2.7619,-42.2744,28.94,75,15,6.77,BR,1707334382
488,pali,25.7667,73.3333,15.27,40,97,4.07,IN,1707334382
489,simanggang,1.2472,111.4528,25.01,100,100,0.0,MY,1707334382
490,kyzyl,51.7,94.45,-29.43,97,72,0.45,RU,1707334382
491,akwanga,8.9167,8.3833,25.04,21,99,0.96,NG,1707334382
492,jonkoping,57.7814,14.1562,-4.16,93,75,3.6,SE,1707334382
493,yuzhno-kurilsk,44.0306,145.8556,-8.68,86,11,0.64,RU,1707334383
494,antsiranana,-12.2787,49.2917,25.62,86,97,2.3,MG,1707334383
495,kavieng,-2.5744,150.7967,26.63,88,100,9.34,PG,1707334383
496,ipameri,-17.7219,-48.1597,24.13,77,100,2.02,BR,1707334383
497,yahotyn,50.2798,31.7625,3.25,93,100,6.98,UA,1707334383
498,murray bridge,-35.1167,139.2667,13.96,76,71,2.42,AU,1707334383
499,susuman,62.7833,148.1667,-33.34,100,98,0.89,RU,1707334268
500,grimstad,58.3405,8.5934,-2.05,70,100,1.79,NO,1707334186
501,vadso,70.0744,29.7487,-14.91,92,75,3.6,NO,1707334384
502,obock,12.25,43.0833,20.55,78,84,7.87,DJ,1707334384
503,grand falls-windsor,48.9332,-55.6649,-3.61,90,66,1.85,CA,1707334384
504,beloyarskiy,63.7119,66.6722,-3.33,89,100,4.47,RU,1707334384
505,walvis bay,-22.9575,14.5053,23.53,68,99,0.0,NA,1707334384
506,labytnangi,66.6572,66.4183,-7.78,95,100,6.15,RU,1707334384
507,carutapera,-1.195,-46.02,29.23,70,100,4.28,BR,1707334384
508,saint-joseph,-21.3667,55.6167,25.21,85,86,4.44,RE,1707334385
509,bahia blanca,-38.7196,-62.2724,32.49,28,100,2.41,AR,1707334385
510,mizdah,31.4451,12.9801,13.3,34,0,3.21,LY,1707334385
511,kirovskiy,45.0917,133.5136,-23.15,99,64,1.68,RU,1707334385
512,kerikeri,-35.2268,173.9474,18.28,91,8,1.63,NZ,1707334386
513,lubang,13.8584,120.124,26.04,78,6,5.31,PH,1707334386
514,leh,34.1667,77.5833,-23.29,78,22,2.13,IN,1707334386
515,atasu,48.6814,71.6433,-5.51,91,94,7.95,KZ,1707334386
516,tatarsk,55.219,75.9828,-1.8,93,100,4.82,RU,1707334386
517,mont-dore,-22.2833,166.5833,27.22,99,100,4.7,NC,1707334386
518,harnai,30.1005,67.9374,11.79,47,0,1.8,PK,1707334386
519,belmonte,-15.8631,-38.8828,28.09,72,80,3.44,BR,1707334387
520,kirriemuir,56.674,-3.0034,0.16,76,22,1.29,GB,1707334387
521,karoi,-16.8099,29.6925,20.68,81,99,1.34,ZW,1707334387
522,fisterra,42.9049,-9.2629,15.97,86,100,13.05,ES,1707334387
523,manta,-0.95,-80.7333,28.88,83,40,6.71,EC,1707334387
524,bathsheba,13.2167,-59.5167,29.34,79,40,7.2,BB,1707334387
525,diriomo,11.8761,-86.0518,31.21,28,2,5.36,NI,1707334387
526,turpan,42.9333,89.1667,-0.19,53,2,0.93,CN,1707334388
527,xichang,27.8964,102.2634,4.18,84,33,1.23,CN,1707334388
528,niamey,13.5137,2.1098,28.16,9,22,4.12,NE,1707334388
529,touros,-5.1989,-35.4608,28.43,73,99,5.89,BR,1707334388
530,suntar,62.1444,117.6319,-38.91,100,99,1.03,RU,1707334388
531,ouahigouya,13.5828,-2.4216,25.09,11,30,5.06,BF,1707334388
532,pasuquin,18.3328,120.6177,21.97,94,20,1.03,PH,1707334389
533,mutuali,-14.8706,37.0044,22.17,94,98,0.88,MZ,1707334389
534,madang,-5.2246,145.7966,24.55,93,100,3.14,PG,1707334389
535,nelson bay,-32.7167,152.15,21.73,80,100,6.71,AU,1707334389
536,mogocha,53.7333,119.7667,-24.43,99,20,1.26,RU,1707334389
537,bogo,11.0517,124.0055,25.42,80,86,2.0,PH,1707334389
538,bengkulu,-3.8004,102.2655,24.29,91,100,1.54,ID,1707334325
539,scarborough,54.2797,-0.4044,2.1,83,100,0.45,GB,1707334390
540,port macquarie,-31.4333,152.9167,19.94,88,100,6.37,AU,1707334390
541,lamu,-2.2717,40.902,27.07,85,16,5.79,KE,1707334390
542,marte,12.3611,13.8246,21.85,37,77,4.27,NG,1707334390
543,umarkot,25.3616,69.7362,19.47,28,100,4.85,PK,1707334390
544,kruisfontein,-34.0033,24.7314,19.94,78,6,4.91,ZA,1707334391
545,kyren,51.6828,102.1408,-12.81,78,60,0.89,RU,1707334391
546,sambava,-14.2667,50.1667,25.89,86,100,1.19,MG,1707334391
547,hotan,37.0997,79.9269,-3.02,69,54,1.93,CN,1707334391
548,abeche,13.8292,20.8324,22.65,18,100,3.89,TD,1707334391
549,sola,-13.8833,167.55,28.31,74,100,6.06,VU,1707334392
550,miri,4.4148,114.0089,24.08,100,20,1.54,MY,1707334266
551,lodwar,3.1191,35.5973,31.99,35,0,7.09,KE,1707334392
552,katsuura,35.1333,140.3,7.01,63,98,0.96,JP,1707334392
553,inhambane,-23.865,35.3833,25.99,83,20,2.57,MZ,1707334392
554,bayanhongor,46.7167,100.1167,-26.65,75,3,1.6,MN,1707334392
555,la ronge,55.1001,-105.2842,-9.86,79,100,4.12,CA,1707334392
556,kapa'a,22.0752,-159.319,24.5,68,0,8.75,US,1707334393
557,mocimboa,-11.3167,40.35,25.83,94,3,3.36,MZ,1707334393
558,tokar,18.4254,37.729,22.81,59,42,2.36,SD,1707334393
559,mindelo,16.8901,-24.9804,25.75,57,0,7.2,CV,1707334393
560,oranjemund,-28.55,16.4333,19.19,87,1,4.23,NA,1707334393
561,tacna,-18.0056,-70.2483,27.11,51,0,5.66,PE,1707334308
562,jungapeo de juarez,19.45,-100.4833,26.56,32,0,3.44,MX,1707334394
563,marion,39.7684,-86.1555,11.76,51,100,0.0,US,1707334341
564,sarkand,45.41,79.9186,-2.14,92,91,2.72,KZ,1707334394
565,ola,59.5833,151.2833,-25.64,90,30,3.22,RU,1707334394
566,linqiong,30.4159,103.4609,4.9,85,63,1.02,CN,1707334394
567,el hamma,33.8915,9.7963,15.62,35,0,4.58,TN,1707334394
568,horseheads,42.167,-76.8205,8.2,45,0,0.0,US,1707334394
569,luau,-10.7073,22.2247,19.33,94,97,0.91,AO,1707334395
570,zeya,53.75,127.2667,-18.62,94,19,2.09,RU,1707334395
571,kill devil hills,36.0307,-75.676,6.1,78,100,7.2,US,1707334395
572,ouesso,1.6136,16.0517,25.42,35,7,0.71,CG,1707334395
573,bom jesus,-9.0744,-44.3586,30.47,54,100,1.09,BR,1707334395
574,scottburgh,-30.2867,30.7532,23.18,85,91,6.39,ZA,1707334395
575,kencong,-8.2833,113.3667,24.02,93,55,1.14,ID,1707334396
576,hasaki,35.7333,140.8333,-1.78,53,20,1.99,JP,1707334396
577,coyhaique,-45.5752,-72.0662,15.34,51,40,2.06,CL,1707334206
578,molochnoye,59.2917,39.6787,-22.04,99,100,3.13,RU,1707334396
579,dolores,-36.3132,-57.6792,33.0,43,100,2.74,AR,1707334396
580,aroma,15.8167,36.1333,24.05,38,98,4.54,SD,1707334396
581,yuzawa,39.1667,140.5,-2.15,96,94,0.32,JP,1707334397
582,lewistown,40.5992,-77.5714,10.52,68,0,2.06,US,1707334397
583,dunedin,-45.8742,170.5036,16.0,73,9,2.24,NZ,1707334324
584,port blair,11.6667,92.75,23.02,94,20,0.0,IN,1707334397
585,skvyra,49.7318,29.6657,3.2,95,100,7.02,UA,1707334397
586,menaka,15.9182,2.4022,22.8,11,16,5.12,ML,1707334397
587,juneau,58.3019,-134.4197,-2.17,95,40,0.0,US,1707334205
588,sabha,27.0377,14.4283,13.78,35,0,1.51,LY,1707334397
589,gaalkacyo,6.7697,47.4308,23.78,70,48,7.67,SO,1707334398
590,callao,-12.0667,-77.15,30.16,48,0,7.2,PE,1707334219
591,deqen,29.9618,90.7188,-3.16,17,0,1.56,CN,1707334398
